,Brand,Model,Price(CAD),Price_save(CAD),Memory-Built-in(GB),Ram_size(GB),Display_resolution(pixels),Display_size(in),Colour,CPU,Front-Facing Camera Resolution(MP),Rear Camera Resolution(MP)  
187,CERTIFIED,Refurbished Samsung,409.72, 190,64.0,4,1440 x 2960,5.8,Midnight Black,1.5 GHz,5.0,12.0
188,SAMSUNG,Galaxy S9+,849.95,no sale,64.0,6,1440 x 2960,6.2,Midnight Black,1.5 GHz,5.0,12.0
189,SAMSUNG,Galaxy Note,999.99,no sale,128.0,6,1440 x 2960,6.4,Ocean Blue,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA,8.0,12.0
190,SAMSUNG,Galaxy A70,474.0,no sale,128.0,6,1440 x 2960,6.4,Ocean Blue,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA,32.0,32.0
191,UNLOCKED,Samsung Galaxy,599.0, 100,64.0,6,default resolution is full hd+ and can be changed to,6.4,Midnight Black,10nm AP,8.0,12.0
192,SAMSUNG,Galaxy Note9,535.88, 264,128.0,6,2960x1440,6.4,Lavender Purple,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
193,NEW,Open Box,229.99, 60,128.0,6,2960x1440,6.4,Lavender Purple,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
194,SAMSUNG,Galaxy A5,247.0, 3,32.0,3,1080 x 1920,5.2,Black,Octa-core 1.9 GHz Cortex-A53,16.0,16.0
195,REFURBISHED,SAMSUNG A997,100.0,no sale,32.0,3,1080 x 1920,5.2,Black,Octa-core 1.9 GHz Cortex-A53,16.0,16.0
196,UNLOCKED,Samsung Galaxy,419.0, 180,32.0,3,1080 x 1920,5.2,Orchid Gray,Octa-core 1.9 GHz Cortex-A53,16.0,16.0
197,SAMSUNG,Galaxy J3,149.99, 140,32.0,3,1080 x 1920,5.2,Black,Octa-core 1.9 GHz Cortex-A53,16.0,16.0
198,SAMSUNG,Galaxy S10e,799.0,no sale,128.0,6,2280 x 1080 full hd+,5.8,Prism Black,Octa-core Snapdragon 855,10.0,16.0
199,SAMSUNG,Galaxy J3,124.97, 124,16.0,1,2280 x 1080 full hd+,5.0,Black,Octa-core Snapdragon 855,10.0,16.0
200,SAMSUNG,Galaxy Note,1029.99, 430,256.0,8,1080x2280,6.3,Aura Black,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55),10.0,40.0
201,SAMSUNG,Galaxy S8+,327.0, 172,64.0,4,2960 x 1440,6.2,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
202,SAMSUNG,Galaxy Note,599.99, 600,64.0,6,2960 x 1440,6.3,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
203,SAMSUNG,Galaxy S8,339.99, 60,64.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
204,SAMSUNG,Galaxy S10+,899.0,no sale,128.0,8,3040 x 1440,6.4,Prism White,Octa-core Snapdragon 855,10.0,16.0
205,SAMSUNG,Galaxy S10+,907.35, 39,512.0,8,3040 x 1440,6.4,Ceramic Black,Octa-core Snapdragon 855,10.0,16.0
206,NEW-SAMSUNG,Galaxy J3,159.99, 230,8.0,2,3040 x 1440,5.0,Ceramic Black,Octa-core Snapdragon 855,10.0,16.0
207,SAMSUNG,Galaxy M20,239.99, 60,32.0,3,1080x2340,6.3,Ocean Blue,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),10.0,18.0
208,SAMSUNG,Galaxy S9+,420.0,no sale,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
209,SAMSUNG,Galaxy S9,489.0, 110,64.0,4,samoled,5.8,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
210,SAMSUNG,Galaxy A8,399.0,no sale,64.0,4,2220 x 1080,5.8,Black,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
211,SAMSUNG,Galaxy Note,379.99, 120,64.0,6,2220 x 1080,6.3,Black,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
212,SAMSUNG,Galaxy S10+,1599.95, 280,1000.0,12,3040 x 1440,6.4,Ceramic Black,Octa-core Snapdragon 855,10.0,16.0
213,SAMSUNG,GALAXY S7,199.99, 200,32.0,12,3040 x 1440,6.4,Ceramic Black,Octa-core Snapdragon 855,10.0,16.0
214,SAMSUNG,Galaxy S7,166.0, 133,32.0,4,1440 x 2560  flat quad hd super amoled,5.1,Silver Titanium,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),5.0,12.0
215,SAMSUNG,Galaxy Note,173.65, 87,32.0,3,1440 x 2560,5.7,Black,Quad-core 2.7 GHz Krait 450 - Snapdragon 805 Octa-core (4x1.3 GHz Cortex-A53 & 4x1.9 GHz Cortex-A57) - Exynos 5433,3.7,16.0
216,SAMSUNG,Galaxy A50,389.99, 110,32.0,3,1440 x 2560,5.7,Black,Quad-core 2.7 GHz Krait 450 - Snapdragon 805 Octa-core (4x1.3 GHz Cortex-A53 & 4x1.9 GHz Cortex-A57) - Exynos 5433,3.7,16.0
217,SAMSUNG,Galaxy Note9,534.0, 241,128.0,6,2960x1440,6.4,Ocean Blue,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
218,SAMSUNG,Galaxy S5,119.99, 70,128.0,6,2960x1440,6.4,Ocean Blue,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
219,SAMSUNG,Galaxy A30,289.0,no sale,32.0,3,1080x2340,6.4,Black,Octa-core (2x1.8 GHz Cortex-A73&nbsp;,16.0,16.0
220,SAMSUNG,Galaxy Note,249.99,no sale,32.0,4,1440 x 2560,5.7,Black Sapphire,Octa-core (2x1.8 GHz Cortex-A73&nbsp;,5.0,16.0
221,SAMSUNG,Galaxy S9,397.72, 152,64.0,4,1440 x 2960,5.8,Blue,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA,5.0,12.0
222,SAMSUNG,Galaxy A10,185.0, 65,32.0,2,1440 x 2960,6.1,Blue,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA,5.0,13.0
223,SAMSUNG,Galaxy Note,1399.99, 200,512.0,2,1440 x 2960,6.1,Blue,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEA,5.0,13.0
224,SAMSUNG,Galaxy S8,370.0,no sale,512.0,4,2960 x 1440,5.8,Orchid Gray,1.9GHz,8.0,12.0
225,SAMSUNG,Galaxy S10e,899.99,no sale,128.0,6,2280 x 1080 full hd+,5.8,Orchid Gray,Octa-core Snapdragon 855,10.0,16.0
226,SAMSUNG,Galaxy Note10,799.99, 200,128.0,6,2280 x 1080 full hd+,5.8,Orchid Gray,Octa-core Snapdragon 855,10.0,16.0
227,SAMSUNG,GALAXY S6,143.68,no sale,32.0,6,2280 x 1080 full hd+,5.1,Orchid Gray,Octa-core Snapdragon 855,10.0,16.0
228,SAMSUNG,Galaxy A30,319.0,no sale,32.0,3,1080 x 2340  19.5:9 ratio,6.4,black,Octa-core Snapdragon 855,16.0,16.0
229,SAMSUNG,Galaxy S8+,388.0, 111,32.0,4,1080 x 2340  19.5:9 ratio,6.2,black,Octa-core Snapdragon 855,16.0,16.0
230,SAMSUNG,Galaxy A5,189.0, 29,32.0,4,1080 x 2340  19.5:9 ratio,6.2,black,Octa-core Snapdragon 855,16.0,16.0
231,SAMSUNG,Galaxy S9,380.0,no sale,64.0,4,samoled,5.8,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
232,SAMSUNG,Galaxy J3,128.9, 271,16.0,2,samoled,5.0,Black,4 cores Exynos 7570 Quad,5.0,8.0
233,SAMSUNG,Galaxy Note9,539.99, 160,128.0,6,2960x1440,6.4,Midnight Black,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
234,SAMSUNG,Galaxy S8,349.0, 150,64.0,4,1440 x 2960,5.8,Black,4x2.3 GHz,8.0,12.0
235,SAMSUNG,Galaxy A30s,299.25, 200,64.0,4,720 x 1560,6.4,violet,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),16.0,40.0
236,SAMSUNG,Galaxy S9,379.0, 220,64.0,4,samoled,5.8,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
237,SAMSUNG,Galaxy Note9,546.99, 453,128.0,6,2960x1440,6.4,Lavender Purple,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
238,SAMSUNG,Galaxy A80,699.99, 200,128.0,8,1080 x 2400,6.7,Angel Gold,1.8,8.0,48.0
239,SAMSUNG,Galaxy S6,164.49, 85,32.0,3,2560 x 1440,5.1,White Pearl,Exynos 7420 (64-bit 14nm) Octa core (2.1GHz Quad + 1.5GHz Quad),5.0,16.0
240,SAMSUNG,Galaxy A70,599.99,no sale,32.0,3,2560 x 1440,5.1,White Pearl,Exynos 7420 (64-bit 14nm) Octa core (2.1GHz Quad + 1.5GHz Quad),5.0,16.0
241,SAMSUNG,Samsung Galaxy,194.99, 54,32.0,3,2560 x 1440,5.1,White Pearl,Exynos 7420 (64-bit 14nm) Octa core (2.1GHz Quad + 1.5GHz Quad),5.0,16.0
242,SAMSUNG,Galaxy J3,179.72, 50,32.0,3,2560 x 1440,5.1,White Pearl,Exynos 7420 (64-bit 14nm) Octa core (2.1GHz Quad + 1.5GHz Quad),5.0,16.0
243,SAMSUNG,S8 PLUS,399.99, 200,32.0,3,2560 x 1440,5.1,White Pearl,Exynos 7420 (64-bit 14nm) Octa core (2.1GHz Quad + 1.5GHz Quad),5.0,16.0
244,SAMSUNG,A50 128GB,359.72, 130,128.0,4,1080 x 2340,6.4,White,Octa-core (4x2.3 GHz Cortex-A73,1.08,25.0
245,SAMSUNG,Galaxy A8,449.99,no sale,32.0,4,2220 x 1080,5.6,Orchid Grey,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
246,SAMSUNG,Galaxy J7,149.99, 50,32.0,4,2220 x 1080,5.6,Orchid Grey,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
247,SAMSUNG,Galaxy Note,1049.99, 299,32.0,4,2220 x 1080,5.6,Orchid Grey,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
248,UNLOCKED,Samsung Galaxy,249.99,no sale,32.0,4,1080 x 1920,5.2,Blue,1.8 GHz Octa Core,16.0,16.0
249,SAMSUNG,Galaxy A10,199.99,no sale,32.0,2,720 x 1520  19:9 ratio,6.2,Black,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),16.0,13.0
250,SAMSUNG,Galaxy A30,299.99,no sale,32.0,3,1080 x 2340,6.4,Black,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),16.0,13.0
251,SAMSUNG,GALAXY J1,89.99,no sale,32.0,3,1080 x 2340,6.4,Black,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),16.0,13.0
252,SAMSUNG,Galaxy A5,229.99, 60,32.0,3,1080 x 2340,6.4,Black,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),16.0,13.0
253,SAMSUNG,Galaxy S10+,899.0,no sale,128.0,8,3040 x 1440,6.4,Prism Blue,Octa-core Snapdragon 855,10.0,16.0
254,SAMSUNG,Galaxy A10,185.72, 94,128.0,2,720 x 1520,6.2,Blue,Octa-core Snapdragon 855,5.0,13.0
255,SAMSUNG,Galaxy S10+,999.99, 300,128.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
256,SAMSUNG,Galaxy S9+,429.84, 370,128.0,6,2960 x 1440,6.4,Lilac Purple,2.8 GHz Qualcomm Kryo 385 Gold Quad-Core1.7 GHz Qualcomm Kryo 385 Silver Quad-Core1.7 GHz Qualcomm Kryo 385 Silver Quad-Core,8.0,12.0
257,UNLOCKED,Samsung Galaxy,1199.99,no sale,64.0,6,default resolution is full hd+ and can be changed to,6.3,Deep Sea Blue,10nm AP,8.0,12.0
258,SAMSUNG,Galaxy Note10,799.99, 200,64.0,6,default resolution is full hd+ and can be changed to,6.3,Deep Sea Blue,10nm AP,8.0,12.0
259,SAMSUNG,Galaxy Note,399.84, 300,64.0,6,2960 x 1440,6.3,Orchid Gray,2.35 GHz Qualcomm Kryo Quad-Core1.9 GHz Qualcomm Kryo Quad-Core,8.0,12.0
260,SAMSUNG,Galaxy Note,396.0,no sale,64.0,6,2960 x 1440,6.3,Midnight Black,2.35 GHz Qualcomm Kryo Quad-Core1.9 GHz Qualcomm Kryo Quad-Core,8.0,12.0
261,SAMSUNG,Galaxy S10e,729.99, 269,128.0,6,1080 x 2280,5.8,Prism Black,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAM,10.0,12.0
262,SAMSUNG,Galaxy Note10+,1199.0,no sale,256.0,12,3040 x 1440,6.8,Aura Glow,Snapdragon 855,10.0,12.0
263,SAMSUNG,GALAXY G900W8,112.5, 187,256.0,12,3040 x 1440,6.8,Aura Glow,Snapdragon 855,10.0,12.0
264,SAMSUNG,Galaxy A5,346.0,no sale,256.0,12,3040 x 1440,6.8,Aura Glow,Snapdragon 855,10.0,12.0
265,SAMSUNG,X COVER,149.0, 100,16.0,2,3040 x 1440,5.0,Black,Snapdragon 855,10.0,12.0
266,SAMSUNG,Galaxy S10e,559.0,no sale,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
267,SAMSUNG,Galaxy Note,389.99, 210,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
268,SAMSUNG,Galaxy Note,399.84, 300,128.0,6,2960 x 1440,5.8,Midnight Black,2.35 GHz Qualcomm Kryo Quad-Core1.9 GHz Qualcomm Kryo Quad-Core,8.0,12.0
269,SAMSUNG,Galaxy J2,129.0, 20,16.0,2,2960 x 1440,5.0,Midnight Black,Quad-core 1.4 GHz Cortex-A53,8.0,12.0
270,SAMSUNG,Galaxy S8+,532.45, 428,64.0,4,2960 x 1440,6.2,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
271,SAMSUNG,J3 Prime,129.72, 70,64.0,4,2960 x 1440,6.2,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
273,SAMSUNG,Galaxy S10,699.99, 179,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
274,SAMSUNG,Galaxy J3,144.0, 106,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
275,SAMSUNG,Galaxy J6,299.99,no sale,64.0,4,720 x 1480,6.0,Black,1.4 GHz,8.0,13.0
276,NEW,Samsung Galaxy,289.0, 206,32.0,4,2560 x 1440,5.5,Black,1.6GHz,5.0,12.0
277,SAMSUNG,Galaxy S8,299.99, 140,64.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
278,SAMSUNG,Galaxy&nbsp;Note&nbsp;10+ Dual,1499.99,no sale,512.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
279,SAMSUNG,Galaxy A10,194.49, 56,32.0,4,720x1520,6.2,Red,2.35GHz; 1.9GHz,5.0,13.0
280,SAMSUNG,Galaxy S10,899.99, 360,32.0,4,720x1520,6.2,Red,2.35GHz; 1.9GHz,5.0,13.0
281,SAMSUNG,GALAXY S8,328.0, 171,32.0,4,720x1520,6.2,Red,2.35GHz; 1.9GHz,5.0,13.0
282,SAMSUNG,Galaxy A50,299.99, 100,32.0,4,720x1520,6.2,Red,2.35GHz; 1.9GHz,5.0,13.0
283,SAMSUNG,GALAXY A51,449.0, 46,32.0,4,720x1520,6.2,Red,2.35GHz; 1.9GHz,5.0,13.0
284,SAMSUNG,Galaxy S8+,336.0, 223,64.0,4,2960 x 1440,6.2,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
285,SAMSUNG,Galaxy S10,690.0,no sale,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
286,SAMSUNG,Galaxy S10,869.97, 19,128.0,8,3040 x 1440,6.1,Prism White,Samsung Exynos 9820,10.0,16.0
287,SAMSUNG,Galaxy S7,165.0,no sale,32.0,4,1440 x 2560  flat quad hd super amoled,5.1,Black Onyx,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),5.0,12.0
288,SAMSUNG,Galaxy S8,489.99, 310,32.0,4,1440 x 2560  flat quad hd super amoled,5.1,Black Onyx,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),5.0,12.0
289,SAMSUNG,Galaxy S10,689.0, 310,128.0,8,3040 x 1440,6.1,Prism White,Octa-core Snapdragon 855,10.0,16.0
290,SAMSUNG,Galaxy S10+,709.99, 90,128.0,8,3040 x 1440,6.1,Prism White,Octa-core Snapdragon 855,10.0,16.0
291,SAMSUNG,Galaxy M20,239.99, 59,32.0,4,3040 x 1440,6.3,Charcoal Black,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),10.0,16.0
292,SAMSUNG,Galaxy S7,199.99, 250,32.0,4,3040 x 1440,5.1,Charcoal Black,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),10.0,16.0
294,SAMSUNG,Galaxy S8,598.0, 379,64.0,4,1440 x 2960,5.8,Black,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEA,5.0,12.0
295,SAMSUNG,Galaxy S9+,419.0, 180,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
296,SAMSUNG,Galaxy A01,189.99, 40,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
297,SAMSUNG,Galaxy A10,229.99, 70,32.0,2,720 x 1520  19:9 ratio,6.2,Blue,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),8.0,13.0
298,SAMSUNG,Galaxy S8,399.99,no sale,64.0,4,2960 x 1440,5.8,Arctic Silver,2.35GHz; 1.9GHz,8.0,12.0
299,SAMSUNG,Galaxy S6,152.08, 78,32.0,3,1440 x 2560,5.1,Gold,Processor Number 7420Processor Core Qty 8-core64-bit Architecture.,8.0,16.0
300,SAMSUNG,Galaxy S9+,749.99, 100,64.0,6,1440 x 2560,6.2,Gold,Processor Number 7420Processor Core Qty 8-core64-bit Architecture.,8.0,16.0
301,SAMSUNG,Galaxy S8,349.0, 150,64.0,4,1440 x 2560,5.8,Gold,Processor Number 7420Processor Core Qty 8-core64-bit Architecture.,8.0,16.0
302,SAMSUNG,Galaxy S9,399.0, 200,64.0,4,samoled,5.8,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
303,SAMSUNG,Galaxy Note9,599.0, 200,128.0,6,2960x1440,6.4,Ocean Blue,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
304,SAMSUNG,Galaxy A01,189.99, 40,128.0,6,2960x1440,6.4,Ocean Blue,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
305,SAMSUNG,Galaxy M30/,399.0,no sale,64.0,4,2960x1440,6.4,Black,1.8 GHz,16.0,13.0
306,SAMSUNG,Galaxy S8,370.0,no sale,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
307,SAMSUNG,Galaxy J3,149.99, 200,16.0,4,2960 x 1440,5.8,Black,2.35GHz; 1.9GHz,8.0,12.0
308,SAMSUNG,Galaxy Note9,589.99, 169,128.0,6,2960x1440,6.4,Midnight Black,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
309,SAMSUNG,Galaxy S7,219.0, 110,32.0,4,2960x1440,6.4,Midnight Black,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
310,SAMSUNG,Galaxy S9+,519.99, 180,64.0,6,samoled,6.2,Titanium Grey,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
311,SAMSUNG,Galaxy S8+,449.98, 50,64.0,6,samoled,6.2,Titanium Grey,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
312,SAMSUNG,Galaxy S7,248.0, 151,32.0,6,samoled,6.2,Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
313,SAMSUNG,Galaxy S10e,759.91, 110,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
314,SAMSUNG,A10s 32GB,197.99, 82,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
315,SAMSUNG,Galaxy S5,149.0, 50,16.0,2,1920 x 1080,5.1,Black,1.6,5.0,16.0
316,SAMSUNG,Galaxy S10+,859.43, 241,16.0,2,3040 x 1440,5.1,Prism White,2.73 GHz Mongoose 4 Dual-Core2.31 GHz Cortex A75 Dual-Core1.95 GHz Cortex A55 Quad-Core,10.0,16.0
317,SAMSUNG,Galaxy S10e,619.69, 280,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
318,SAMSUNG,Galaxy Note,899.95, 400,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
319,SAMSUNG,Galaxy S8,339.0, 160,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
320,SAMSUNG,Galaxy A10,199.99, 100,32.0,2,720 x 1520  19:9 ratio,6.2,Blue,Octa-core (2x1.6 GHz & 6x1.35 GHz),5.0,13.0
321,SAMSUNG,Galaxy S10+,999.99,no sale,128.0,8,3040 x 1440,6.4,Prism Green,Octa-core Snapdragon 855,10.0,16.0
322,SAMSUNG,GALAXY S8,308.0, 191,128.0,8,3040 x 1440,6.4,Prism Green,Octa-core Snapdragon 855,10.0,16.0
323,SAMSUNG,Galaxy J7,199.99,no sale,32.0,2,720x1280,5.5,Black,&nbsp;1.6 GHz&nbsp;,13.0,13.0
324,SAMSUNG,Galaxy Note9,789.99,no sale,32.0,2,720x1280,5.5,Black,&nbsp;1.6 GHz&nbsp;,13.0,13.0
325,SAMSUNG,Galaxy Note10,1149.97, 300,256.0,8,2280 x 1080,6.3,Aura Black,Snapdragon 855,10.0,48.0
326,SAMSUNG,Galaxy Note9,584.0, 215,256.0,6,2960x1440,6.3,Aura Black,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
327,SAMSUNG,Galaxy Note,227.98, 71,32.0,3,1440 x 2560  16:9 ratio,5.7,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
328,SAMSUNG,Galaxy J3,146.0, 104,32.0,1.5,1280 x 720,5.0,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
329,SAMSUNG,Galaxy J1,129.99, 50,8.0,512 MB,1280 x 720,4.3,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
330,SAMSUNG,Galaxy S8,609.99, 190,64.0,4,1280 x 720,5.8,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
331,SAMSUNG,S7 EDGE,349.0,no sale,64.0,4,1280 x 720,5.8,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
332,SAMSUNG,Galaxy Note,279.98, 120,32.0,4,1280 x 720,5.8,black/Blue,Quad-core 2.5 GHz Krait 450,16.0,16.0
333,SAMSUNG,Galaxy J8,399.0,no sale,64.0,4,1280 x 720,5.8,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
334,SAMSUNG,Galaxy S6,275.0,no sale,32.0,4,1280 x 720,5.8,black/Blue,Quad-core 2.5 GHz Krait 450,16.0,16.0
335,SAMSUNG,Galaxy S7,399.0,no sale,32.0,4,1280 x 720,5.8,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
336,SAMSUNG,Galaxy A8,379.99,no sale,32.0,4,1280 x 720,5.6,Black,Quad-core 2.5 GHz Krait 450,16.0,16.0
337,SAMSUNG,Galaxy Note,229.99, 70,64.0,4,2560 x 1440,5.7,Gold,1.5 GHz (Quad-Core),16.0,16.0
338,SAMSUNG,Galaxy S7,399.0,no sale,32.0,4,2560 x 1440,5.5,Gold,1.5 GHz (Quad-Core),16.0,16.0
339,SAMSUNG,Galaxy A5,250.0,no sale,32.0,3,1080 x 1920,5.5,Black,EXYNOS7880 1.9 GHz,16.0,16.0
340,SAMSUNG,Galaxy S7,329.0,no sale,32.0,4,1080 x 1920,5.5,Black,EXYNOS7880 1.9 GHz,16.0,16.0
341,SAMSUNG,Galaxy S6,239.0, 40,32.0,3,1080 x 1920,5.5,Black,EXYNOS7880 1.9 GHz,16.0,16.0
342,SAMSUNG,Galaxy NOTE,500.0,no sale,64.0,6,1080 x 1920,6.3,Black,EXYNOS7880 1.9 GHz,16.0,16.0
343,SAMSUNG,Galaxy S6,179.0, 80,32.0,3,1080 x 1920,6.3,Black,EXYNOS7880 1.9 GHz,16.0,16.0
344,SAMSUNG,Galaxy S7,269.0, 60,32.0,4,1080 x 1920,6.3,Black,EXYNOS7880 1.9 GHz,16.0,16.0
345,SAMSUNG,Galaxy J4,259.0,no sale,32.0,3,720 x 1480,6.0,black,Octa-core Snapdragon 855,5.0,5.0
346,SAMSUNG,Galaxy S8,559.99, 400,32.0,3,720 x 1480,6.0,black,Octa-core Snapdragon 855,5.0,5.0
347,SAMSUNG,A8 (2018),259.99,no sale,32.0,4,720 x 1480,5.6,black,Octa-core Snapdragon 855,5.0,5.0
348,SAMSUNG,Galaxy S8,425.0, 55,64.0,4,1440 x 2960,5.8,Midnight Black,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),8.0,12.0
349,SAMSUNG,Galaxy S6,259.0,no sale,32.0,3,1440 x 2960,5.8,Midnight Black,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),8.0,12.0
350,SAMSUNG,Galaxy S7,349.0,no sale,32.0,3,1440 x 2960,5.8,black,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),8.0,12.0
352,UNLOCKED,Samsung Galaxy,710.0,no sale,64.0,6,default resolution is full hd+ and can be changed to,6.0,Deep Sea Blue,10nm AP,8.0,12.0
353,SAMSUNG,Galaxy S6,239.0, 40,32.0,3,default resolution is full hd+ and can be changed to,6.0,Deep Sea Blue,10nm AP,8.0,12.0
354,SAMSUNG,Galaxy S7,219.0, 110,32.0,4,default resolution is full hd+ and can be changed to,6.0,Deep Sea Blue,10nm AP,8.0,12.0
355,SAMSUNG,Galaxy ON5,175.0,no sale,8.0,4,default resolution is full hd+ and can be changed to,6.0,black,10nm AP,8.0,12.0
356,SAMSUNG,Galaxy A5(2017),149.98, 150,32.0,4,default resolution is full hd+ and can be changed to,6.0,black,10nm AP,8.0,12.0
357,SAMSUNG,Galaxy J3,139.72,no sale,16.0,4,default resolution is full hd+ and can be changed to,6.0,Black,10nm AP,8.0,12.0
358,SAMSUNG,Galaxy J1,110.0,no sale,4.0,4,default resolution is full hd+ and can be changed to,6.0,Black,10nm AP,8.0,12.0
359,SAMSUNG,Galaxy J3,149.0, 31,16.0,2,default resolution is full hd+ and can be changed to,5.0,Black,10nm AP,8.0,12.0
